lat,long,price
47.5669,-121.905,435000
47.6746,-122.325,544500
47.5512,-122.191,858000
47.7046,-122.316,534950
47.3764,-122.176,248000
47.5416,-122.231,899100
47.7452,-122.224,485000
47.6112,-122.126,480000
47.6289,-122.233,5.57E+06
47.644,-122.185,1.67E+06
47.7618,-122.253,396000
47.5682,-122.059,2.00E+06
47.6833,-122.04,673200
47.6499,-121.908,425000
47.2058,-121.997,250000
47.6435,-122.154,900000
47.51,-122.327,245000
47.5052,-122.372,549900
47.6225,-122.318,1.20E+06
47.5654,-122.115,851000
47.7213,-122.31,540000
47.675,-122.39,646000
47.5405,-121.868,1.08E+06
47.6559,-122.339,775000
47.5738,-122.215,1.49E+06
47.652,-122.182,800866
47.5784,-122.076,1.85E+06
47.5561,-122.379,600000
47.6234,-122.059,660000
47.397,-122.313,260000
47.497,-122.088,379000
47.3961,-122.308,225000
47.6285,-122.322,2.48E+06
47.4715,-122.33,318000
47.4673,-122.363,454000
47.7352,-122.297,407500
47.6847,-122.016,988830
47.3002,-122.282,330000
47.6321,-122.304,2.05E+06
47.7173,-122.099,950000
47.688,-122.281,849000
47.5453,-121.995,825000
47.4186,-122.079,599000
47.5887,-121.974,815000
47.4384,-122.352,925000
47.5459,-122.176,620000
47.6458,-122.219,1.90E+06
47.6458,-122.219,1.94E+06
47.498,-122.322,300000
47.6369,-122.098,572000
47.6653,-122.27,1.00E+06
47.5202,-122.393,815000
47.6133,-122.106,790000
47.6872,-122.35,547000
47.4487,-122.352,519000
47.7731,-122.139,699000
47.7212,-122.226,455000
47.6552,-122.278,1.20E+06
47.7719,-122.282,569950
47.6141,-122.136,950000
47.6625,-122.178,528000
47.3324,-122.168,507000
47.5405,-122.187,690700
47.6648,-122.358,754300
47.7621,-122.335,377691
47.543,-122.29,370000
47.3859,-122.288,285900
47.5837,-121.971,852500
47.621,-122.302,760000
47.5709,-122.214,1.04E+06
47.7403,-122.318,344000
47.3032,-122.306,379000
47.5655,-122.363,294000
47.6931,-122.283,690000
47.4887,-122.223,250000
47.4887,-122.223,385000
47.4521,-122.14,515000
47.4683,-122.263,368500
47.6677,-122.316,530000
47.7372,-122.316,367500
47.7372,-122.316,595000
47.6708,-122.14,695000
47.7076,-122.101,798000
47.6651,-122.144,665000
47.6802,-122.208,1.74E+06
47.6046,-122.3,540000
47.5631,-122.213,1.25E+06
47.5171,-122.029,805000
47.4964,-122.263,372500
47.352,-122.038,365000
47.5073,-122.337,230000
47.65,-122.155,815000
47.6208,-122.139,650000
47.5622,-122.291,362000
47.3839,-122.288,158550
47.5763,-122.219,750000
47.4792,-122.181,439900
47.6285,-122.361,2.40E+06
47.5951,-122.144,450000
47.7372,-122.2,560000
47.3259,-122.167,359950
47.5201,-122.204,980000
47.5528,-122.229,895000
47.6348,-122.196,898000
47.3117,-122.254,430000
47.6349,-122.204,1.42E+06
47.7515,-122.353,529900
47.3807,-122.222,352000
47.6312,-122.291,2.47E+06
47.6946,-122.12,472000
47.7309,-121.905,487500
47.6864,-122.352,629000
47.6605,-122.324,525000
47.5396,-121.997,1.15E+06
47.6762,-122.356,650000
47.741,-122.095,310000
47.6188,-122.308,739375
47.3257,-122.365,310000
47.2961,-122.188,265000
47.6729,-122.334,980000
47.7078,-122.234,473000
47.6209,-122.237,3.42E+06
47.5333,-122.217,1.20E+06
47.3714,-122.177,306000
47.4721,-122.148,620000
47.7074,-122.101,725000
47.5243,-122.042,455000
47.7469,-122.217,600000
47.543,-121.888,635000
47.6452,-122.369,650000
47.7067,-122.119,762500
47.7379,-122.185,525000
47.5476,-122.219,1.10E+06
47.6249,-122.206,800000
47.6579,-122.277,1.24E+06
47.5563,-122.184,541125
47.4088,-122.089,589950
47.7754,-122.173,738515
47.6542,-122.331,1.70E+06
47.5554,-122.077,2.20E+06
47.611,-121.992,994000
47.4058,-122.177,275000
47.4726,-122.282,380000
47.336,-122.35,630000
47.3904,-122.154,409124
47.6544,-122.134,480000
47.664,-122.31,848000
47.6288,-122.031,538888
47.5112,-122.186,390000
47.5108,-122.257,295000
47.3185,-122.377,355000
47.4646,-122.184,287000
47.6736,-122.323,842500
47.6736,-122.323,850000
47.4199,-122.183,386000
47.6283,-122.301,690500
47.6395,-122.203,850000
47.4702,-122.275,600000
47.5379,-122.264,2.90E+06
47.6745,-122.054,750000
47.5055,-122.26,375000
47.7597,-122.263,480000
47.7597,-122.263,647500
47.554,-122.306,360000
47.6801,-122.357,1.29E+06
47.6582,-122.122,817500
47.7767,-122.365,417500
47.44,-122.145,410000
47.7393,-122.2,585000
47.4291,-122.292,330000
47.5508,-122.268,598200
47.548,-122.356,538900
47.3424,-122.289,254000
47.6848,-122.389,470000
47.6162,-122.174,800000
47.7757,-122.391,941500
47.3408,-122.335,384900
47.4426,-122.342,554000
47.6655,-122.363,870000
47.3343,-122.194,323000
47.5958,-122.175,830000
47.616,-122.115,657000
47.5772,-122.001,495000
47.3552,-122.026,394000
47.6284,-122.312,1.34E+06
47.5919,-122.251,2.70E+06
47.5294,-122.357,425000
47.5865,-122.056,800000
47.6297,-122.114,472000
47.6886,-122.361,599000
47.514,-122.176,641000
47.6308,-122.238,1.56E+06
47.6122,-122.137,509500
47.5817,-122.246,1.37E+06
47.5669,-121.956,985000
47.6892,-122.386,588000
47.6578,-122.286,1.40E+06
47.5596,-122.142,707000
47.7212,-122.222,708000
47.4022,-122.171,292000
47.4036,-122.205,378800
47.6229,-122.22,3.80E+06
47.3065,-122.219,319450
47.5982,-122.128,632000
47.5456,-122.179,560000
47.7498,-122.146,622500
47.536,-122.358,411500
47.5832,-122.29,1.74E+06
47.5385,-121.88,510000
47.7607,-122.354,500000
47.5004,-122.162,460000
47.4639,-122.17,358000
47.6589,-122.276,758800
47.5828,-122.118,628000
47.7125,-121.915,655000
47.7162,-122.166,438000
47.5933,-122.007,627000
47.6866,-122.205,1.40E+06
47.2848,-122.361,230000
47.5516,-122.085,485000
47.7726,-122.286,525000
47.7212,-122.211,469950
47.5812,-122.196,1.25E+06
47.5273,-122.345,379900
47.7702,-122.066,950000
47.5987,-122.029,775000
47.3599,-122.176,315000
47.3154,-122.254,384000
47.5654,-121.894,393000
47.5348,-122.241,1.60E+06
47.56,-122.144,1.31E+06
47.5342,-122.226,1.17E+06
47.624,-122.048,599000
47.6895,-122.129,515000
47.4009,-122.059,565000
47.6191,-122.234,1.40E+06
47.6811,-122.383,549000
47.7685,-122.16,614285
47.5293,-122.285,183750
47.7385,-122.348,411000
47.7301,-121.972,562000
47.6757,-122.309,678940
47.601,-122.134,460000
47.5696,-122.127,730000
47.4564,-122.004,542500
47.7753,-122.355,275000
47.6363,-122.207,1.27E+06
47.6217,-122.309,1.11E+06
47.5799,-122.305,385000
47.7325,-122.245,389000
47.5871,-122.192,1.00E+06
47.3525,-122.002,775000
47.6154,-122.168,790000
47.6853,-122.362,565000
47.5272,-122.276,325000
47.6827,-122.376,580000
47.6726,-122.39,750000
47.5726,-122.373,745000
47.551,-122.272,599000
47.7707,-122.369,575000
47.6969,-122.366,439000
47.622,-122.059,406550
47.6618,-122.355,585000
47.5632,-122.015,690000
47.4349,-122.328,569950
47.741,-122.256,526750
47.5581,-122.385,920000
47.6627,-122.355,775000
47.4326,-122.155,420000
47.3355,-122.331,278000
47.4815,-122.153,590000
47.3351,-122.282,260000
47.557,-122.21,4.67E+06
47.4575,-122.119,544800
47.709,-122.214,425000
47.6945,-122.292,760000
47.4484,-122.339,484000
47.5099,-122.262,495000
47.1944,-122.013,297000
47.3134,-122.35,389500
47.7108,-122.279,688000
47.4811,-122.179,506000
47.6225,-122.107,754000
47.5193,-122.257,949950
47.5915,-122.132,580000
47.6226,-122.205,915000
47.3073,-122.006,320900
47.6915,-122.345,475000
47.6626,-122.141,602000
47.4065,-122.207,473000
47.7556,-122.356,500000
47.6542,-122.373,1.30E+06
47.3391,-122.325,452000
47.5031,-122.348,425000
47.7308,-122.34,435000
47.5479,-122.212,1.30E+06
47.506,-122.365,319950
47.7348,-122.34,628000
47.3641,-122.278,374900
47.5773,-122.056,739900
47.566,-122.37,340000
47.5848,-121.969,945000
47.6745,-122.287,674000
47.5271,-122.274,353000
47.6141,-122.116,565000
47.4768,-122.155,350000
47.6142,-122.065,750000
47.6843,-122.016,955990
47.456,-122.292,265000
47.6969,-122.31,564000
47.707,-122.102,751000
47.4992,-122.06,833450
47.5003,-122.306,312000
47.5736,-122.212,1.44E+06
47.7754,-122.291,385000
47.448,-122.28,242000
47.5445,-122.321,445000
47.7672,-122.292,655000
47.5373,-122.07,1.20E+06
47.6691,-122.299,580000
47.5667,-122.155,1.10E+06
47.6242,-122.306,1.01E+06
47.5071,-122.16,360000
47.5364,-122.239,1.41E+06
47.3766,-122.027,470000
47.4739,-122.114,453500
47.66,-122.282,815241
47.2123,-122.005,525000
47.6845,-122.313,525000
47.6845,-122.313,840000
47.5605,-122.225,998000
47.3013,-122.109,449000
47.7743,-122.235,400000
47.5861,-122.295,780000
47.5798,-122.292,860000
47.3675,-122.021,259875
47.6301,-122.103,580000
47.3762,-122.158,489990
47.3279,-122.006,359999
47.5504,-122.146,965000
47.7198,-122.171,455000
47.6643,-122.202,1.35E+06
47.5262,-122.143,1.21E+06
47.5449,-122.272,285000
47.4874,-122.223,439000
47.6586,-122.395,565000
47.3381,-122.289,274000
47.5503,-122.356,318500
47.5312,-122.354,399990
47.7262,-122.282,860000
47.5764,-122.287,1.09E+06
47.3908,-122.32,575000
47.5717,-122.409,1.40E+06
47.4809,-122.153,320000
47.3342,-122.108,455000
47.3572,-122.192,345000
47.3952,-122.176,279950
47.523,-121.875,625000
47.5858,-122.112,750000
47.5622,-122.153,875000
47.5402,-122.069,811500
47.7283,-122.17,525000
47.5897,-122.179,449228
47.4496,-122.083,400000
47.4881,-121.777,452000
47.5442,-122.138,720000
47.575,-122.388,615000
47.7666,-122.128,1.57E+06
47.3534,-122.012,549900
47.5789,-122.286,1.93E+06
47.6451,-122.173,1.25E+06
47.5488,-122.094,869000
47.4862,-121.718,665000
47.3181,-122.344,569950
47.6645,-122.36,770000
47.4249,-122.211,238000
47.4249,-122.211,328000
47.5388,-122.171,480000
47.7352,-122.116,1.35E+06
47.6667,-122.327,961000
47.5871,-122.173,788000
47.5536,-122.228,1.80E+06
47.5357,-122.273,408000
47.6712,-122.272,1.54E+06
47.7523,-122.311,274000
47.5794,-122.025,675000
47.6651,-122.15,599000
