price,lat,long
592500,47.6979,-122.32
385000,47.5278,-122.345
780000,47.6362,-122.302
425000,47.5964,-122.299
285000,47.5544,-122.358
415000,47.6802,-122.29
436000,47.7107,-122.352
236000,47.5053,-122.255
331000,47.6601,-122.4
405000,47.5362,-122.268
550000,47.5717,-122.375
404000,47.5586,-122.311
576000,47.6933,-122.393
725000,47.6239,-122.298
550700,47.6692,-122.297
834000,47.601,-122.294
548000,47.6638,-122.345
740000,47.644,-122.319
880000,47.669,-122.275
640000,47.6666,-122.331
791500,47.6794,-122.357
425000,47.7222,-122.32
437500,47.68,-122.353
375000,47.543,-122.28
679900,47.565,-122.381
450000,47.7164,-122.304
595000,47.6831,-122.329
435000,47.592,-122.307
345000,47.5287,-122.35
378750,47.5644,-122.289
557000,47.6055,-122.305
352000,47.6879,-122.385
650000,47.5815,-122.402
450000,47.6609,-122.344
482000,47.6885,-122.337
375000,47.6073,-122.308
438000,47.6776,-122.318
578000,47.504,-122.382
641000,47.6694,-122.275
465000,47.7311,-122.353
460000,47.5674,-122.29
438924,47.6943,-122.29
315000,47.5486,-122.38
525000,47.5275,-122.391
207950,47.5158,-122.264
490000,47.6192,-122.301
725000,47.5836,-122.387
625000,47.5872,-122.39
475000,47.6799,-122.381
529000,47.6729,-122.363
442000,47.5346,-122.385
615000,47.6454,-122.373
615000,47.5789,-122.393
275000,47.5186,-122.374
365000,47.7315,-122.305
595000,47.6582,-122.345
259950,47.5213,-122.357
880000,47.6935,-122.352
260000,47.505,-122.259
671500,47.667,-122.289
610000,47.6376,-122.353
442000,47.5502,-122.311
650000,47.6136,-122.299
730000,47.573,-122.409
640000,47.6045,-122.307
685000,47.5897,-122.292
372500,47.5496,-122.373
531000,47.6634,-122.34
443500,47.7047,-122.373
340000,47.6972,-122.35
650000,47.6372,-122.395
425000,47.7162,-122.309
577000,47.5671,-122.391
605000,47.682,-122.372
325000,47.7125,-122.331
559950,47.5876,-122.309
543500,47.6581,-122.396
565000,47.6539,-122.396
542000,47.6663,-122.326
378000,47.5395,-122.39
729500,47.5818,-122.402
545000,47.5338,-122.384
530000,47.6681,-122.305
325000,47.5193,-122.274
597500,47.555,-122.379
495000,47.6718,-122.267
312000,47.7145,-122.311
306000,47.7049,-122.353
655000,47.6915,-122.381
460000,47.6759,-122.286
435000,47.6988,-122.319
865000,47.6462,-122.318
478500,47.5304,-122.387
413000,47.5536,-122.359
400000,47.6942,-122.321
387500,47.6982,-122.298
410000,47.6997,-122.316
795000,47.5708,-122.359
195000,47.5156,-122.262
485000,47.6385,-122.37
452000,47.7142,-122.286
730000,47.7142,-122.286
565000,47.6893,-122.349
245000,47.5326,-122.376
588000,47.7004,-122.368
459000,47.695,-122.366
395000,47.6921,-122.38
650000,47.5793,-122.402
517500,47.6988,-122.387
950000,47.5671,-122.405
447000,47.5646,-122.317
850000,47.6374,-122.279
405600,47.5132,-122.262
400000,47.5818,-122.387
760000,47.6777,-122.287
450000,47.6797,-122.362
493000,47.6101,-122.295
320000,47.7073,-122.356
715000,47.6583,-122.351
500000,47.6949,-122.371
408200,47.5293,-122.363
429950,47.7041,-122.355
650000,47.6518,-122.335
385200,47.5222,-122.375
419000,47.6124,-122.309
226000,47.5282,-122.279
825000,47.682,-122.348
595000,47.6898,-122.327
320000,47.7321,-122.34
456500,47.7027,-122.361
664000,47.6645,-122.325
438000,47.5446,-122.385
565000,47.6742,-122.284
910000,47.5951,-122.307
381156,47.5517,-122.276
642450,47.5962,-122.288
414900,47.7004,-122.305
200000,47.5507,-122.381
720000,47.6675,-122.289
930000,47.6402,-122.37
700000,47.6094,-122.291
466000,47.6608,-122.333
340000,47.5185,-122.352
209000,47.526,-122.361
200000,47.5492,-122.372
530000,47.69,-122.304
550000,47.5728,-122.304
435000,47.5499,-122.391
384000,47.5353,-122.349
645000,47.6733,-122.301
570000,47.6655,-122.369
270000,47.527,-122.356
451000,47.5666,-122.375
420000,47.5383,-122.268
359000,47.7052,-122.343
300000,47.5355,-122.283
891000,47.6804,-122.358
565000,47.6653,-122.372
315000,47.5513,-122.273
570000,47.5446,-122.382
971000,47.7174,-122.282
915000,47.6364,-122.3
435000,47.5453,-122.278
601000,47.7012,-122.286
720000,47.6617,-122.356
550000,47.5784,-122.377
700000,47.6606,-122.331
378000,47.5491,-122.272
650000,47.5711,-122.383
425000,47.6233,-122.319
532500,47.5724,-122.384
397500,47.7289,-122.283
379000,47.6971,-122.372
326100,47.7145,-122.361
535000,47.6774,-122.324
399000,47.5303,-122.378
585000,47.6948,-122.328
645000,47.7293,-122.284
553500,47.6707,-122.328
700000,47.6593,-122.327
530000,47.7191,-122.309
563000,47.6807,-122.369
280300,47.7008,-122.338
460000,47.6802,-122.388
429000,47.6078,-122.291
164808,47.5064,-122.265
475000,47.7221,-122.317
446450,47.5144,-122.379
271310,47.5849,-122.302
543115,47.6382,-122.399
900000,47.6908,-122.397
980000,47.6327,-122.395
415000,47.6969,-122.35
512031,47.6769,-122.36
716500,47.6582,-122.278
410000,47.6542,-122.385
850000,47.5437,-122.388
620000,47.6763,-122.37
699000,47.6416,-122.397
528000,47.7259,-122.298
790000,47.5271,-122.386
550000,47.6347,-122.352
250000,47.5658,-122.292
360000,47.7071,-122.301
986000,47.5262,-122.386
515000,47.6231,-122.293
310000,47.5042,-122.265
356700,47.5258,-122.378
775000,47.6397,-122.388
490000,47.6163,-122.292
360000,47.572,-122.29
550000,47.572,-122.29
575000,47.5252,-122.382
453500,47.6261,-122.355
285000,47.7218,-122.356
631000,47.6051,-122.319
285000,47.5462,-122.369
609850,47.6544,-122.373
200000,47.5352,-122.361
690000,47.6561,-122.332
353000,47.7098,-122.291
505000,47.6261,-122.296
170000,47.5175,-122.36
332500,47.7274,-122.312
400000,47.6856,-122.385
625000,47.7,-122.292
380000,47.5965,-122.311
252500,47.498,-122.263
725000,47.6372,-122.352
492000,47.6868,-122.349
310000,47.6846,-122.346
790000,47.5105,-122.238
315000,47.5412,-122.288
900000,47.6609,-122.324
505000,47.6748,-122.385
585000,47.5569,-122.273
875000,47.5533,-122.391
343000,47.7298,-122.34
405000,47.5368,-122.267
655000,47.6368,-122.37
406000,47.6749,-122.323
632000,47.7021,-122.287
357000,47.533,-122.354
263000,47.5554,-122.27
510000,47.5554,-122.27
479000,47.6277,-122.345
651000,47.5664,-122.389
585000,47.679,-122.288
470000,47.6584,-122.391
735000,47.5529,-122.281
680000,47.562,-122.279
360000,47.5413,-122.299
645000,47.5559,-122.379
880000,47.6781,-122.369
546000,47.6859,-122.399
399000,47.7338,-122.352
265000,47.6914,-122.343
682000,47.644,-122.353
614000,47.5506,-122.269
340000,47.6985,-122.34
532500,47.6886,-122.361
363000,47.5926,-122.295
831000,47.6196,-122.292
355000,47.5491,-122.386
550000,47.6973,-122.389
420000,47.5588,-122.392
389250,47.5344,-122.381
588000,47.6858,-122.286
372500,47.7338,-122.332
847000,47.7209,-122.372
533000,47.6899,-122.321
600000,47.6498,-122.321
625000,47.607,-122.305
389000,47.6999,-122.305
805000,47.6712,-122.409
647500,47.5873,-122.29
495000,47.6106,-122.31
780000,47.6853,-122.331
729953,47.7053,-122.34
464950,47.6384,-122.342
450000,47.5529,-122.268
842500,47.6106,-122.31
345000,47.5315,-122.38
549000,47.6925,-122.388
815000,47.648,-122.395
450000,47.6795,-122.353
749950,47.6491,-122.367
830000,47.654,-122.342
279200,47.6976,-122.359
520000,47.726,-122.296
433500,47.6839,-122.281
439000,47.6767,-122.286
325000,47.5141,-122.377
490000,47.6924,-122.322
280000,47.5232,-122.354
425000,47.6872,-122.339
585444,47.5816,-122.296
530000,47.5677,-122.376
799000,47.6788,-122.27
715000,47.6558,-122.331
265000,47.5466,-122.304
640000,47.6857,-122.341
535000,47.5959,-122.293
352950,47.6598,-122.348
515000,47.6903,-122.38
250000,47.5723,-122.304
672500,47.6876,-122.384
707500,47.627,-122.353
459000,47.6882,-122.365
495000,47.6667,-122.333
359000,47.7055,-122.3
440000,47.5473,-122.396
400000,47.7224,-122.332
652000,47.6785,-122.393
650000,47.6861,-122.354
701000,47.5575,-122.279
420000,47.5649,-122.38
499950,47.596,-122.298
850000,47.6378,-122.372
190000,47.5294,-122.276
500000,47.559,-122.298
550000,47.6209,-122.317
819000,47.6491,-122.405
409900,47.5389,-122.367
657500,47.6981,-122.4
932800,47.6919,-122.294
350000,47.5038,-122.379
375000,47.6684,-122.401
450000,47.6684,-122.314
720000,47.5244,-122.386
610000,47.6515,-122.346
607010,47.5553,-122.269
610000,47.686,-122.395
440000,47.698,-122.351
605000,47.5765,-122.378
380000,47.5625,-122.316
352000,47.5308,-122.35
453500,47.5286,-122.383
475000,47.6844,-122.302
500000,47.6743,-122.285
327500,47.5427,-122.288
455000,47.5658,-122.389
895000,47.6393,-122.311
512000,47.6694,-122.298
285000,47.504,-122.26
667500,47.5718,-122.385
425000,47.5387,-122.265
349500,47.6099,-122.297
370000,47.5554,-122.382
549500,47.703,-122.281
245000,47.5165,-122.376
169317,47.6248,-122.301
880000,47.6325,-122.303
210000,47.7234,-122.333
415000,47.5119,-122.255
810000,47.5484,-122.269
570000,47.6446,-122.403
450000,47.5803,-122.393
520000,47.6956,-122.303
400000,47.5525,-122.313
342000,47.5943,-122.296
490000,47.6086,-122.303
830000,47.5442,-122.38
662990,47.5797,-122.405
349950,47.5536,-122.283
550000,47.6273,-122.345
396000,47.5588,-122.364
635000,47.6638,-122.348
293000,47.7198,-122.352
775000,47.6684,-122.331
275000,47.5301,-122.271
445000,47.5572,-122.281
467000,47.6713,-122.383
326000,47.7114,-122.301
561000,47.5452,-122.393
600000,47.619,-122.311
799000,47.69,-122.299
800000,47.612,-122.292
360000,47.5275,-122.383
620000,47.6848,-122.398
337000,47.5283,-122.321
252000,47.5832,-122.399
445000,47.535,-122.348
469000,47.609,-122.307
780000,47.6845,-122.332
451555,47.5655,-122.394
490000,47.6698,-122.323
480000,47.5122,-122.385
368000,47.6518,-122.4
599950,47.5487,-122.272
531000,47.5593,-122.3
487250,47.6637,-122.346
400000,47.5305,-122.351
355000,47.7115,-122.355
712000,47.651,-122.341
901000,47.5347,-122.38
552500,47.6592,-122.393
950000,47.6453,-122.358
580000,47.7066,-122.359
465000,47.5726,-122.305
519000,47.5563,-122.28
480000,47.7076,-122.337
587500,47.6955,-122.287
607000,47.5333,-122.392
501000,47.6831,-122.373
450000,47.5784,-122.393
460000,47.5654,-122.384
753000,47.6738,-122.281
389950,47.5294,-122.386
469000,47.681,-122.361
550000,47.5071,-122.387
565000,47.7172,-122.349
720000,47.506,-122.384
824500,47.6848,-122.326
580000,47.589,-122.387
805000,47.6503,-122.338
520000,47.6892,-122.378
210000,47.5293,-122.272
405000,47.5319,-122.386
625000,47.5846,-122.383
365000,47.7252,-122.331
618000,47.6059,-122.307
345000,47.5707,-122.394
345000,47.5998,-122.306
599000,47.6053,-122.291
400000,47.7323,-122.304
375000,47.7231,-122.301
548800,47.6918,-122.32
315000,47.5595,-122.317
590000,47.5289,-122.391
400000,47.6997,-122.314
577000,47.5703,-122.385
265000,47.5286,-122.376
316500,47.5311,-122.353
490000,47.6726,-122.381
333800,47.5173,-122.275
320000,47.56,-122.316
483945,47.558,-122.392
800000,47.689,-122.352
605000,47.6391,-122.403
375000,47.5491,-122.268
725000,47.6513,-122.346
439000,47.6775,-122.388
409000,47.5631,-122.381
420000,47.6862,-122.391
200000,47.6964,-122.306
635000,47.7235,-122.369
555000,47.6768,-122.285
430000,47.7166,-122.293
627500,47.6711,-122.331
430000,47.6912,-122.34
470450,47.6711,-122.329
560000,47.5379,-122.378
625000,47.6296,-122.308
463500,47.54,-122.269
387500,47.7024,-122.322
580000,47.6357,-122.324
329350,47.7001,-122.362
719950,47.6758,-122.38
235000,47.5188,-122.376
875000,47.6991,-122.296
350000,47.5518,-122.383
650000,47.5767,-122.383
369950,47.7053,-122.342
250000,47.5434,-122.293
320000,47.5434,-122.293
440000,47.6757,-122.385
399950,47.5352,-122.37
320000,47.5376,-122.371
429000,47.7031,-122.279
400000,47.7287,-122.31
462000,47.6647,-122.337
510000,47.6823,-122.298
437000,47.6799,-122.375
235000,47.5186,-122.375
767500,47.54,-122.382
417000,47.7137,-122.322
875000,47.6265,-122.312
545000,47.6849,-122.363
398500,47.7163,-122.299
700000,47.5742,-122.379
800000,47.6545,-122.333
688000,47.5744,-122.307
521000,47.7029,-122.297
365000,47.72,-122.32
491000,47.6039,-122.298
583500,47.6748,-122.379
490000,47.5831,-122.392
852000,47.6288,-122.321
800000,47.6729,-122.335
330000,47.5075,-122.377
678500,47.5215,-122.383
250000,47.53,-122.351
655000,47.5597,-122.267
415000,47.711,-122.353
670950,47.6726,-122.38
410000,47.5411,-122.392
440000,47.6624,-122.354
570000,47.6169,-122.309
765000,47.7119,-122.365
638000,47.6052,-122.3
460000,47.6508,-122.368
488000,47.6949,-122.37
467000,47.7133,-122.308
783000,47.6422,-122.403
276000,47.5535,-122.362
398000,47.7272,-122.311
775000,47.6711,-122.364
782000,47.6794,-122.37
608000,47.6466,-122.389
315000,47.5557,-122.278
405000,47.6988,-122.354
990000,47.692,-122.338
280005,47.5041,-122.253
330000,47.5281,-122.375
403500,47.7027,-122.347
546800,47.6904,-122.295
299500,47.5724,-122.301
500000,47.6562,-122.354
625000,47.6792,-122.287
418000,47.5439,-122.386
660000,47.6108,-122.308
775000,47.6943,-122.299
569000,47.6272,-122.29
348000,47.6793,-122.3
390000,47.7109,-122.311
585000,47.6388,-122.3
605000,47.6866,-122.317
290000,47.7202,-122.339
302000,47.5543,-122.275
635000,47.7229,-122.359
665000,47.7228,-122.369
583000,47.5744,-122.305
552500,47.6895,-122.37
270000,47.5331,-122.278
250000,47.5172,-122.375
307000,47.5133,-122.372
555000,47.5159,-122.395
510000,47.6939,-122.34
545000,47.6379,-122.387
815000,47.6852,-122.311
430000,47.6704,-122.39
588000,47.6892,-122.311
554000,47.573,-122.383
500000,47.7088,-122.302
665000,47.5584,-122.283
575000,47.6875,-122.393
719000,47.5615,-122.279
443725,47.6869,-122.392
437000,47.5488,-122.298
400000,47.5115,-122.256
335000,47.5299,-122.357
325000,47.5273,-122.265
603000,47.6819,-122.311
335000,47.5327,-122.276
699000,47.6768,-122.269
575000,47.6805,-122.364
473000,47.7163,-122.303
233000,47.7064,-122.344
490000,47.7152,-122.322
737500,47.6877,-122.283
349950,47.548,-122.375
265000,47.5223,-122.286
438400,47.7218,-122.37
703000,47.5852,-122.388
290000,47.5878,-122.312
700000,47.6268,-122.353
550000,47.6715,-122.393
549000,47.7212,-122.331
345000,47.7252,-122.331
275000,47.7071,-122.336
236500,47.5484,-122.287
679000,47.6901,-122.339
543000,47.7168,-122.333
700000,47.686,-122.391
560000,47.5344,-122.345
260000,47.5256,-122.38
575000,47.5256,-122.38
285000,47.5359,-122.276
620000,47.6773,-122.372
462000,47.5366,-122.268
415000,47.6118,-122.306
392450,47.6965,-122.342
340000,47.6865,-122.379
537000,47.6865,-122.379
595000,47.5848,-122.384
525000,47.6847,-122.387
350000,47.6959,-122.376
425000,47.686,-122.346
785000,47.6357,-122.397
890000,47.6158,-122.293
499000,47.6037,-122.311
530000,47.5762,-122.377
630000,47.6782,-122.278
695000,47.6554,-122.333
675000,47.6481,-122.406
265000,47.5209,-122.374
406000,47.6805,-122.301
415000,47.6838,-122.352
320000,47.5268,-122.343
381500,47.6859,-122.322
343000,47.5492,-122.274
450000,47.5934,-122.308
700000,47.5779,-122.294
490000,47.7015,-122.317
359950,47.7041,-122.34
705000,47.6754,-122.307
415000,47.7122,-122.29
536000,47.672,-122.397
656000,47.6732,-122.272
560000,47.6829,-122.378
872000,47.7159,-122.367
475000,47.6944,-122.355
840000,47.6765,-122.404
670000,47.6895,-122.331
558000,47.5891,-122.387
569000,47.5665,-122.316
820000,47.6305,-122.3
562100,47.6707,-122.364
343000,47.7114,-122.356
385195,47.5756,-122.316
615000,47.6828,-122.393
184500,47.5056,-122.27
412000,47.6048,-122.312
580000,47.6685,-122.305
373500,47.6566,-122.358
662700,47.5568,-122.271
545000,47.579,-122.39
780000,47.6233,-122.3
422500,47.6895,-122.382
438000,47.5881,-122.299
390000,47.6506,-122.384
779000,47.6935,-122.28
385000,47.5712,-122.316
595000,47.6754,-122.327
810000,47.6813,-122.275
856000,47.5762,-122.415
400000,47.6948,-122.364
555000,47.5688,-122.397
579000,47.6867,-122.354
645000,47.6956,-122.335
199000,47.4994,-122.261
560000,47.5356,-122.384
375000,47.5252,-122.361
401000,47.7019,-122.366
545000,47.6012,-122.291
280000,47.5196,-122.376
430000,47.7195,-122.287
415000,47.5086,-122.258
478000,47.6727,-122.32
157500,47.5271,-122.326
450000,47.5926,-122.296
925000,47.6807,-122.267
600000,47.6726,-122.265
709000,47.6667,-122.337
245000,47.6947,-122.346
332000,47.5619,-122.315
425000,47.6168,-122.301
838300,47.6976,-122.381
900000,47.5732,-122.411
865000,47.6784,-122.285
697000,47.6765,-122.285
590000,47.6891,-122.318
515000,47.55,-122.388
576000,47.6782,-122.306
399950,47.553,-122.365
534000,47.6056,-122.305
350000,47.6842,-122.344
856000,47.623,-122.304
582000,47.6182,-122.302
443000,47.6971,-122.315
450000,47.6787,-122.301
763101,47.664,-122.287
499000,47.6853,-122.356
600000,47.6756,-122.299
599950,47.6788,-122.283
700000,47.6982,-122.282
450000,47.6874,-122.336
406650,47.5698,-122.377
425000,47.6872,-122.296
435000,47.7056,-122.342
675000,47.5758,-122.287
760000,47.7288,-122.284
579950,47.6827,-122.324
205000,47.5267,-122.36
420000,47.7336,-122.29
765000,47.5785,-122.292
160000,47.5414,-122.281
479000,47.6619,-122.351
350000,47.7281,-122.289
353000,47.6978,-122.318
700000,47.5924,-122.302
295000,47.5579,-122.395
335000,47.6971,-122.34
513000,47.6689,-122.37
313000,47.5961,-122.305
329500,47.7309,-122.336
415000,47.6527,-122.386
464000,47.6049,-122.288
510000,47.6493,-122.398
650000,47.6725,-122.272
219500,47.5473,-122.371
430000,47.6652,-122.338
685000,47.6652,-122.338
495000,47.6497,-122.393
385000,47.5729,-122.315
991700,47.574,-122.415
765000,47.6033,-122.287
320000,47.727,-122.3
604000,47.6388,-122.399
570000,47.6196,-122.298
896000,47.6743,-122.308
637000,47.6921,-122.283
535000,47.6822,-122.399
669500,47.6882,-122.382
441000,47.6033,-122.295
228800,47.5275,-122.271
524000,47.633,-122.282
430000,47.5576,-122.376
449000,47.5386,-122.373
945000,47.5747,-122.414
485000,47.7074,-122.349
202000,47.5165,-122.372
409500,47.6916,-122.352
367000,47.5185,-122.363
505000,47.711,-122.306
280000,47.6946,-122.362
430000,47.6939,-122.368
456500,47.6879,-122.392
445000,47.6999,-122.305
517000,47.7165,-122.308
615000,47.6993,-122.378
308000,47.5128,-122.251
800000,47.643,-122.361
575000,47.6771,-122.398
580000,47.5259,-122.261
950000,47.5959,-122.291
400000,47.5659,-122.37
325000,47.7041,-122.351
985000,47.7246,-122.284
595000,47.6955,-122.301
427500,47.7318,-122.305
728000,47.6205,-122.291
549950,47.6898,-122.384
650000,47.7055,-122.315
311000,47.5496,-122.279
228000,47.7317,-122.296
740000,47.6896,-122.362
200000,47.5077,-122.268
660000,47.6835,-122.347
708000,47.6496,-122.392
691000,47.6474,-122.362
425000,47.7152,-122.282
210000,47.5515,-122.357
285000,47.5202,-122.373
975000,47.6467,-122.304
650000,47.7176,-122.36
870000,47.5437,-122.395
850000,47.6536,-122.414
336000,47.5659,-122.36
415000,47.561,-122.275
380000,47.7145,-122.356
350000,47.6231,-122.292
765000,47.6474,-122.412
524000,47.5502,-122.268
448000,47.6925,-122.32
759000,47.6032,-122.285
640000,47.6398,-122.393
990000,47.6782,-122.311
395000,47.7326,-122.291
752500,47.6612,-122.363
450000,47.6725,-122.396
473000,47.6804,-122.378
589000,47.5747,-122.384
580000,47.5903,-122.388
345000,47.6462,-122.384
781000,47.7027,-122.282
402500,47.6135,-122.307
426000,47.5292,-122.348
700000,47.682,-122.349
830000,47.6563,-122.401
350500,47.6924,-122.321
780000,47.7014,-122.381
720000,47.5281,-122.388
480000,47.6838,-122.386
700000,47.5117,-122.248
285000,47.5183,-122.265
575000,47.6782,-122.314
389000,47.7164,-122.351
450000,47.6531,-122.373
660000,47.6631,-122.337
850000,47.5363,-122.385
395000,47.6659,-122.369
440000,47.6545,-122.348
635000,47.6621,-122.288
445000,47.566,-122.38
555000,47.6782,-122.361
537000,47.5734,-122.395
375000,47.5916,-122.293
401000,47.707,-122.316
365000,47.7002,-122.314
710000,47.6405,-122.301
442000,47.5755,-122.396
427500,47.5142,-122.389
680000,47.5843,-122.385
393820,47.6873,-122.291
525000,47.5631,-122.317
505000,47.679,-122.368
650000,47.7045,-122.379
638000,47.6692,-122.399
875000,47.6822,-122.4
511718,47.6787,-122.363
374950,47.5877,-122.316
658600,47.6826,-122.378
464000,47.6028,-122.298
439000,47.6178,-122.299
575000,47.7013,-122.35
380000,47.5285,-122.378
349950,47.7127,-122.325
691500,47.6944,-122.274
556000,47.6668,-122.299
425000,47.5552,-122.311
507250,47.5659,-122.38
660000,47.6739,-122.323
625000,47.667,-122.333
527000,47.6645,-122.326
855000,47.6786,-122.367
315000,47.5249,-122.373
700000,47.5333,-122.388
363000,47.5483,-122.394
545000,47.6952,-122.323
550000,47.6779,-122.294
921500,47.6779,-122.294
885000,47.6308,-122.312
820000,47.6503,-122.368
334000,47.5624,-122.394
491950,47.6971,-122.281
426000,47.6776,-122.361
553000,47.6837,-122.291
296000,47.6919,-122.371
325000,47.551,-122.356
921000,47.6044,-122.284
359000,47.5378,-122.369
555000,47.559,-122.397
487028,47.6192,-122.299
400000,47.5427,-122.388
835000,47.68,-122.399
865000,47.657,-122.394
247300,47.596,-122.311
425000,47.5448,-122.32
641250,47.6963,-122.393
900000,47.6803,-122.387
490000,47.5689,-122.393
160000,47.5293,-122.272
613000,47.667,-122.336
700000,47.7061,-122.307
750000,47.6693,-122.339
494000,47.6877,-122.325
430000,47.6342,-122.342
350000,47.7256,-122.361
637000,47.7097,-122.305
579000,47.5658,-122.276
405000,47.6868,-122.349
553650,47.6254,-122.292
369900,47.5472,-122.371
726000,47.6642,-122.362
515000,47.5709,-122.388
390000,47.6357,-122.322
459500,47.6805,-122.38
245000,47.7321,-122.341
250000,47.5239,-122.288
475500,47.7135,-122.332
672324,47.6709,-122.276
420000,47.6936,-122.294
515000,47.6801,-122.38
475000,47.6869,-122.317
357250,47.7273,-122.309
289950,47.7168,-122.34
550000,47.5683,-122.285
355000,47.5707,-122.359
412000,47.7049,-122.34
955500,47.6427,-122.363
546000,47.5699,-122.389
735000,47.6528,-122.408
445000,47.6793,-122.395
640000,47.6317,-122.301
805000,47.558,-122.266
288000,47.7222,-122.29
535000,47.6815,-122.382
479200,47.5737,-122.383
380000,47.5284,-122.387
417000,47.6677,-122.324
629000,47.6408,-122.403
119900,47.4976,-122.262
210000,47.7294,-122.341
325088,47.5402,-122.298
255000,47.5727,-122.372
697000,47.6813,-122.367
457500,47.6803,-122.371
690000,47.6825,-122.307
967000,47.6785,-122.351
389000,47.6742,-122.35
500000,47.5616,-122.275
635000,47.5691,-122.284
535000,47.6735,-122.393
418500,47.6973,-122.36
802000,47.6937,-122.338
525000,47.6572,-122.335
700000,47.627,-122.361
277500,47.7274,-122.357
445000,47.5834,-122.307
495800,47.6847,-122.318
548500,47.6059,-122.3
310000,47.7263,-122.314
690000,47.5679,-122.409
325000,47.7017,-122.354
402500,47.5803,-122.294
540000,47.6896,-122.357
385000,47.5529,-122.305
480000,47.6725,-122.329
417000,47.6591,-122.392
372220,47.5266,-122.392
494400,47.6347,-122.355
521000,47.5577,-122.399
330000,47.5188,-122.265
310000,47.7248,-122.325
862000,47.6418,-122.394
495000,47.5485,-122.302
889000,47.5203,-122.393
375000,47.6999,-122.391
933000,47.6221,-122.325
328000,47.5577,-122.391
563000,47.6342,-122.353
870000,47.6933,-122.272
280000,47.6972,-122.341
458950,47.6888,-122.308
525000,47.6828,-122.388
525000,47.674,-122.379
650000,47.674,-122.379
436500,47.6782,-122.397
512500,47.7046,-122.293
510000,47.5591,-122.268
435000,47.5402,-122.38
219000,47.525,-122.356
777000,47.6557,-122.388
600000,47.5773,-122.393
554663,47.6712,-122.279
335000,47.5329,-122.294
695000,47.654,-122.337
337500,47.549,-122.305
400000,47.5498,-122.383
397000,47.5904,-122.315
475000,47.5641,-122.393
660000,47.6729,-122.299
430000,47.6112,-122.303
380000,47.5539,-122.268
317000,47.5496,-122.311
625000,47.6703,-122.41
750000,47.6652,-122.362
632500,47.6748,-122.386
367500,47.5483,-122.277
385100,47.7121,-122.287
230000,47.5447,-122.27
286000,47.5601,-122.363
530000,47.6904,-122.397
455000,47.7171,-122.32
640000,47.678,-122.269
579000,47.6197,-122.3
422000,47.6878,-122.366
866500,47.5662,-122.379
277284,47.566,-122.373
460000,47.5828,-122.395
650000,47.6737,-122.284
500000,47.6357,-122.324
416000,47.6963,-122.342
549000,47.6205,-122.294
405000,47.681,-122.388
625000,47.681,-122.388
345100,47.505,-122.258
367777,47.5459,-122.27
750000,47.6452,-122.373
255000,47.5298,-122.273
415000,47.5323,-122.351
430000,47.7179,-122.316
810000,47.6707,-122.288
411000,47.5293,-122.287
440000,47.6617,-122.349
689800,47.7209,-122.331
775000,47.7084,-122.277
582500,47.6592,-122.399
795000,47.6422,-122.361
430000,47.551,-122.369
799000,47.5892,-122.29
460000,47.5798,-122.393
475000,47.6901,-122.362
445000,47.547,-122.302
736000,47.6294,-122.344
399950,47.5532,-122.365
889000,47.6701,-122.291
300000,47.5256,-122.357
395000,47.6741,-122.396
348000,47.701,-122.362
576750,47.5807,-122.394
495000,47.5298,-122.344
